9780936070469,,93607046
9780981519449,,98151944
9780205792726,205792723,20579272
9780312472399,312472390,31247239
9780801031519,801031516,80103151
9780842384933,842384936,84238493
9780486439839,486439836,48643983
9781891830433,,189183043
9780137058297,,13705829
9780571117420,571117422,57111742
9781598633382,1598633384,159863338
9780073519579,007351957X,7351957
9781451673289,1451673280,145167328
9780316789721,316789720,31678972
,1572306394,157230639
9780538733502,538733500,53873350
9780141439655,,14143965
9780765356154,765356155,76535615
9780451530684,451530683,45153068
9780375719677,375719679,37571967
9780815341468,815341466,81534146
9780140154030,140154035,14015403
9780674194243,674194241,67419424
9780553371321,553371320,55337132
9780778802136,778802132,77880213
9780521703147,052170314X,52170314
9781451172287,,145117228
9781416040026,1416040021,141604002
9780812971835,812971833,81297183
9781590204597,159020459X,159020459
9780307978486,,30797848
9780393918632,,39391863
,1883011523,188301152
9781594486661,,159448666
9780495812241,495812242,49581224
9781581348248,158134824X,158134824
9780061929571,,6192957
9780679768111,679768114,67976811
9780937381502,937381500,93738150
,1562925296,156292529
9781891252082,1891252089,189125208
9780671622442,671622447,67162244
9781559538824,1559538821,155953882
9781111425562,1111425566,111142556
9780199913749,,19991374
9780078034886,78034884,7803488
9780393318340,393318346,39331834
9780399158568,399158561,39915856
9780205651719,205651712,20565171
9781599820774,1599820773,159982077
9780679728221,,67972822
9781416928171,1416928170,141692817
9780131390409,131390406,13139040
9781598633382,1598633384,159863338
9780385537858,,38553785
,082221623X,82221623
9780062293039,,6229303
9781439043967,,143904396
9780375855764,,37585576
9780553103540,553103547,55310354
9780393935707,,39393570
9780325012032,325012032,32501203
9781587613456,158761345X,158761345
9780415945684,415945682,41594568
,053495166X,53495166
9780387310732,387310738,38731073
9780132673266,,13267326
9781111832612,,111183261
9780470624159,470624159,47062415
9780470460641,,47046064
9780825434983,,82543498
9780495913399,495913391,49591339
9780137145829,,13714582
9780078097867,007809786X,7809786
9781580174572,1580174574,158017457
9781133104681,1133104681,113310468
9780763619503,763619507,76361950
9780553213393,553213393,55321339
9781118087886,,111808788
9780439020817,439020816,43902081
9781455703357,,145570335
9780205253234,205253237,20525323
9780553609417,553609416,55360941
9780060539511,60539518,6053951
,067975525X,67975525
9780470401415,,47040141
9780520269712,,52026971
9781416066675,1416066675,141606667
9780061665738,61665738,6166573
9781412975179,,141297517
9780495601999,495601993,49560199
9780849339295,849339294,84933929
9780073406831,,7340683
9780029117064,29117062,2911706
9780132545303,,13254530
9780307273604,307273601,30727360
9780538476812,538476818,53847681
9781400034956,1400034957,140003495
9780553212471,,55321247
9781580650632,1580650635,158065063
